Path,Line Coverage,Function Coverage,Region Coverage
src/git/strbuf.c,6.15% (49/797),9.59% (7/73),7.56% (44/582)
src/git/strbuf.h,28.00% (14/50),25.00% (3/12),29.41% (10/34)
src/git/streaming.c,0.00% (0/328),0.00% (0/18),0.00% (0/181)
src/git/string-list.c,0.00% (0/245),0.00% (0/26),0.00% (0/196)
src/git/strmap.c,0.00% (0/116),0.00% (0/15),0.00% (0/77)
src/git/strmap.h,0.00% (0/65),0.00% (0/20),0.00% (0/23)
src/git/strvec.c,10.53% (8/76),20.00% (2/10),7.27% (4/55)
src/git/sub-process.c,0.00% (0/103),0.00% (0/7),0.00% (0/73)
src/git/sub-process.h,0.00% (0/3),0.00% (0/1),0.00% (0/1)
src/git/submodule-config.c,0.00% (0/389),0.00% (0/40),0.00% (0/211)
src/git/submodule.c,0.00% (0/1353),0.00% (0/64),0.00% (0/883)
src/git/symlinks.c,0.00% (0/174),0.00% (0/15),0.00% (0/153)
src/git/tag.c,0.00% (0/121),0.00% (0/9),0.00% (0/98)
src/git/tempfile.c,0.00% (0/199),0.00% (0/19),0.00% (0/112)
src/git/tempfile.h,0.00% (0/27),0.00% (0/9),0.00% (0/11)
src/git/thread-utils.c,0.00% (0/24),0.00% (0/2),0.00% (0/9)
src/git/tmp-objdir.c,0.00% (0/168),0.00% (0/17),0.00% (0/96)
src/git/trace.c,0.00% (0/207),0.00% (0/23),0.00% (0/153)
src/git/trace.h,0.00% (0/3),0.00% (0/1),0.00% (0/3)
src/git/trace2.c,1.16% (5/430),2.70% (1/37),0.79% (3/382)
src/git/trace2/tr2_cfg.c,0.00% (0/86),0.00% (0/8),0.00% (0/64)
src/git/trace2/tr2_cmd_name.c,0.00% (0/16),0.00% (0/3),0.00% (0/10)
src/git/trace2/tr2_dst.c,0.00% (0/206),0.00% (0/10),0.00% (0/139)
src/git/trace2/tr2_sid.c,0.00% (0/53),0.00% (0/5),0.00% (0/27)
src/git/trace2/tr2_sysenv.c,0.00% (0/41),0.00% (0/5),0.00% (0/41)
src/git/trace2/tr2_tbuf.c,0.00% (0/33),0.00% (0/3),0.00% (0/3)
src/git/trace2/tr2_tgt_event.c,0.00% (0/346),0.00% (0/26),0.00% (0/153)
src/git/trace2/tr2_tgt_normal.c,0.00% (0/177),0.00% (0/22),0.00% (0/78)
src/git/trace2/tr2_tgt_perf.c,0.00% (0/314),0.00% (0/28),0.00% (0/134)
src/git/trace2/tr2_tls.c,0.00% (0/92),0.00% (0/13),0.00% (0/56)
src/git/trailer.c,0.00% (0/842),0.00% (0/54),0.00% (0/620)
src/git/transport-helper.c,0.00% (0/720),0.00% (0/34),0.00% (0/547)
src/git/transport.c,0.00% (0/1049),0.00% (0/45),0.00% (0/754)
src/git/tree-diff.c,0.00% (0/313),0.00% (0/13),0.00% (0/252)
src/git/tree-walk.c,0.00% (0/737),0.00% (0/31),0.00% (0/559)
src/git/tree-walk.h,0.00% (0/11),0.00% (0/3),0.00% (0/3)
src/git/tree.c,0.00% (0/111),0.00% (0/8),0.00% (0/71)
src/git/tree.h,0.00% (0/3),0.00% (0/1),0.00% (0/1)
src/git/unix-socket.c,0.00% (0/96),0.00% (0/5),0.00% (0/60)
src/git/unix-stream-server.c,0.00% (0/62),0.00% (0/4),0.00% (0/42)
src/git/unpack-trees.c,0.00% (0/1394),0.00% (0/69),0.00% (0/1380)
src/git/upload-pack.c,0.00% (0/1088),0.00% (0/47),0.00% (0/783)
src/git/url.c,0.00% (0/80),0.00% (0/10),0.00% (0/70)
src/git/urlmatch.c,0.00% (0/120),0.00% (0/6),0.00% (0/102)
src/git/usage.c,15.29% (26/170),13.04% (3/23),20.00% (17/85)
src/git/userdiff.c,0.00% (0/89),0.00% (0/10),0.00% (0/60)
src/git/utf8.c,0.00% (0/499),0.00% (0/33),0.00% (0/419)
src/git/utf8.h,0.00% (0/5),0.00% (0/1),0.00% (0/1)
src/git/varint.c,0.00% (0/24),0.00% (0/2),0.00% (0/16)
src/git/version.c,0.00% (0/24),0.00% (0/2),0.00% (0/16)
src/git/versioncmp.c,0.00% (0/90),0.00% (0/3),0.00% (0/115)
src/git/walker.c,0.00% (0/262),0.00% (0/14),0.00% (0/198)
src/git/wildmatch.c,0.00% (0/3),0.00% (0/1),0.00% (0/1)
src/git/worktree.c,0.00% (0/571),0.00% (0/29),0.00% (0/392)
src/git/wrapper.c,20.39% (83/407),24.44% (11/45),20.66% (63/305)
src/git/write-or-die.c,0.00% (0/46),0.00% (0/4),0.00% (0/30)
src/git/ws.c,0.00% (0/238),0.00% (0/7),0.00% (0/228)
src/git/wt-status.c,0.00% (0/1897),0.00% (0/79),0.00% (0/1231)
src/git/wt-status.h,0.00% (0/7),0.00% (0/2),0.00% (0/4)
src/git/xdiff-interface.c,0.00% (0/216),0.00% (0/14),0.00% (0/172)
src/git/xdiff/xdiffi.c,0.00% (0/556),0.00% (0/22),0.00% (0/518)
src/git/xdiff/xemit.c,0.00% (0/201),0.00% (0/9),0.00% (0/217)
src/git/xdiff/xhistogram.c,0.00% (0/211),0.00% (0/8),0.00% (0/188)
src/git/xdiff/xmerge.c,0.00% (0/494),0.00% (0/17),0.00% (0/335)
src/git/xdiff/xpatience.c,0.00% (0/195),0.00% (0/10),0.00% (0/143)
src/git/xdiff/xprepare.c,0.00% (0/293),0.00% (0/11),0.00% (0/270)
src/git/xdiff/xutils.c,0.00% (0/295),0.00% (0/18),0.00% (0/319)
src/git/zlib.c,0.00% (0/182),0.00% (0/17),0.00% (0/116)
Totals,0.68% (1073/156901),1.67% (135/8063),0.65% (784/121517)
