Path,Line Coverage,Function Coverage,Region Coverage
src/irssi/subprojects/glib-2.58.3/glib/gtypes.h,0.00% (0/9),0.00% (0/4),0.00% (0/4)
src/irssi/subprojects/glib-2.58.3/glib/gunidecomp.c,0.00% (0/362),0.00% (0/13),0.00% (0/525)
src/irssi/subprojects/glib-2.58.3/glib/guniprop.c,0.00% (0/582),0.00% (0/39),0.00% (0/972)
src/irssi/subprojects/glib-2.58.3/glib/gutf8.c,0.00% (0/917),0.00% (0/29),0.00% (0/1072)
src/irssi/subprojects/glib-2.58.3/glib/gutils.c,6.11% (37/606),13.33% (4/30),4.90% (50/1021)
src/irssi/subprojects/glib-2.58.3/glib/gutils.h,13.16% (5/38),33.33% (1/3),20.00% (8/40)
src/irssi/subprojects/glib-2.58.3/glib/gvariant-core.c,0.00% (0/296),0.00% (0/24),0.00% (0/501)
src/irssi/subprojects/glib-2.58.3/glib/gvariant-serialiser.c,0.00% (0/776),0.00% (0/44),0.00% (0/913)
src/irssi/subprojects/glib-2.58.3/glib/gvariant.c,0.00% (0/2203),0.00% (0/109),0.00% (0/3703)
src/irssi/subprojects/glib-2.58.3/glib/gvarianttype.c,0.00% (0/397),0.00% (0/34),0.00% (0/964)
src/irssi/subprojects/glib-2.58.3/glib/gvarianttypeinfo.c,0.00% (0/282),0.00% (0/24),0.00% (0/401)
src/irssi/subprojects/glib-2.58.3/glib/gwakeup.c,50.98% (26/51),60.00% (3/5),23.44% (15/64)
src/irssi/subprojects/glib-2.58.3/glib/libcharset/localcharset.c,41.53% (49/118),100.00% (3/3),36.49% (27/74)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_compile.c,0.00% (0/4326),0.00% (0/29),0.00% (0/4884)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_config.c,0.00% (0/51),0.00% (0/1),0.00% (0/29)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_dfa_exec.c,0.00% (0/2398),0.00% (0/2),0.00% (0/3805)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_exec.c,0.00% (0/4738),0.00% (0/3),0.00% (0/8667)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_fullinfo.c,0.00% (0/83),0.00% (0/1),0.00% (0/119)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_get.c,0.00% (0/112),0.00% (0/9),0.00% (0/100)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_newline.c,0.00% (0/66),0.00% (0/2),0.00% (0/119)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_ord2utf8.c,0.00% (0/16),0.00% (0/1),0.00% (0/16)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_study.c,0.00% (0/859),0.00% (0/7),0.00% (0/742)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_tables.c,0.00% (0/8),0.00% (0/1),0.00% (0/8)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_valid_utf8.c,0.00% (0/140),0.00% (0/1),0.00% (0/123)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_xclass.c,0.00% (0/100),0.00% (0/1),0.00% (0/195)
src/irssi/subprojects/glib-2.58.3/glib/valgrind.h,0.00% (0/58),0.00% (0/2),0.00% (0/2)
src/irssi/subprojects/glib-2.58.3/gmodule/gmodule-dl.c,0.00% (0/41),0.00% (0/5),0.00% (0/29)
src/irssi/subprojects/glib-2.58.3/gmodule/gmodule.c,0.00% (0/352),0.00% (0/15),0.00% (0/348)
Totals,10.10% (6616/65499),14.95% (485/3244),8.74% (8117/92894)
