Path,Line Coverage,Function Coverage,Region Coverage
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_config.c,0.00% (0/51),0.00% (0/1),0.00% (0/29)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_dfa_exec.c,0.00% (0/2398),0.00% (0/2),0.00% (0/3805)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_exec.c,0.00% (0/4738),0.00% (0/3),0.00% (0/8667)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_fullinfo.c,0.00% (0/83),0.00% (0/1),0.00% (0/119)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_get.c,0.00% (0/112),0.00% (0/9),0.00% (0/100)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_newline.c,0.00% (0/66),0.00% (0/2),0.00% (0/119)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_ord2utf8.c,0.00% (0/16),0.00% (0/1),0.00% (0/16)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_study.c,0.00% (0/859),0.00% (0/7),0.00% (0/742)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_tables.c,0.00% (0/8),0.00% (0/1),0.00% (0/8)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_valid_utf8.c,0.00% (0/140),0.00% (0/1),0.00% (0/123)
src/irssi/subprojects/glib-2.58.3/glib/pcre/pcre_xclass.c,0.00% (0/100),0.00% (0/1),0.00% (0/195)
src/irssi/subprojects/glib-2.58.3/glib/valgrind.h,0.00% (0/58),0.00% (0/2),0.00% (0/2)
src/irssi/subprojects/glib-2.58.3/gmodule/gmodule-dl.c,0.00% (0/41),0.00% (0/5),0.00% (0/29)
src/irssi/subprojects/glib-2.58.3/gmodule/gmodule.c,0.00% (0/352),0.00% (0/15),0.00% (0/348)
work/Build/irssi/src/core/modules.h,0.00% (0/4),0.00% (0/1),0.00% (0/2)
Totals,18.59% (14810/79675),28.66% (1195/4169),18.13% (21093/116325)
